order_id,item_id,quantity
O01196,M0050,2
O03643,M0129,2
O03298,M0306,1
O02613,M0170,3
O02822,M0253,3
O04853,M0293,3
O00171,M0279,3
O01529,M0295,1
O03434,M0309,4
O04641,M0327,1
O02442,M0184,2
O04259,M0312,4
O00122,M0194,1
O00398,M0199,3
O03444,M0236,2
O01914,M0232,3
O03042,M0228,1
O00680,M0205,3
O01179,M0228,4
O00764,M0115,4
O04589,M0036,3
O04815,M0283,1
O01147,M0184,2
O00168,M0263,3
O01593,M0246,4
O01317,M0328,4
O02423,M0138,3
O03767,M0397,4
O01478,M0166,1
O04355,M0145,2
O01970,M0381,2
O02053,M0090,2
O02470,M0263,1
O00262,M0141,1
O03723,M0364,2
O02522,M0057,3
O02802,M0127,4
O04919,M0056,3
O04380,M0174,3
O03757,M0145,1
O03148,M0090,4
O04613,M0194,1
O01329,M0143,2
O03023,M0232,1
O01960,M0391,2
O01816,M0337,2
O02769,M0346,3
O02940,M0093,2
O00677,M0165,2
O04304,M0199,2
O00378,M0144,1
O01146,M0310,4
O03214,M0095,1
O03626,M0081,1
O03977,M0152,2
O04918,M0072,2
O00217,M0155,1
O03337,M0238,2
O00977,M0184,2
O04837,M0091,4
O03134,M0310,2
O03890,M0003,4
O01813,M0065,3
O00271,M0111,1
O01890,M0301,2
O04097,M0024,3
O04356,M0400,3
O00063,M0095,2
O00370,M0215,1
O04793,M0025,1
O04723,M0123,2
O01734,M0192,2
O04010,M0310,4
O00695,M0310,1
O00017,M0030,1
O01506,M0363,3
O03525,M0051,4
O01198,M0095,3
O03085,M0367,3
O04033,M0033,3
O02900,M0308,3
O00021,M0373,4
O04747,M0319,2
O01859,M0001,3
O02820,M0373,2
O01120,M0381,2
O00679,M0198,4
O03814,M0274,1
O02334,M0170,4
O02373,M0226,3
O02008,M0228,1
O00969,M0315,3
O02890,M0101,1
O00658,M0344,4
O04088,M0220,4
O03507,M0175,1
O02823,M0091,4
O03425,M0035,2
O00218,M0295,2
O04537,M0045,3
O03906,M0281,1
O03333,M0340,1
O00491,M0080,2
O02015,M0036,1
O03202,M0245,4
O00197,M0198,4
O03503,M0105,3
O02016,M0070,2
O01626,M0351,4
O01009,M0277,3
O04799,M0080,1
O01131,M0194,3
O04200,M0189,4
O01808,M0255,1
O00681,M0147,2
O04967,M0160,2
O00177,M0021,1
O02006,M0233,3
O02013,M0292,2
O01994,M0360,1
O01698,M0074,3
O03583,M0177,4
O03113,M0314,2
O01039,M0246,3
O00847,M0252,2
O04071,M0212,3
O04671,M0037,3
O01723,M0269,2
O00338,M0049,1
O02252,M0342,1
O03178,M0181,2
O03506,M0202,3
O01508,M0221,4
O01805,M0189,1
O01184,M0250,2
O02291,M0162,3
O01808,M0128,4
O02994,M0345,4
O02573,M0385,4
O03845,M0211,3
O04334,M0226,3
O04823,M0219,2
O01350,M0143,3
O03012,M0062,1
O02514,M0209,2
O02580,M0003,4
O04740,M0067,4
O02679,M0197,3
O00900,M0074,1
O03455,M0393,2
O03665,M0214,4
O01470,M0306,2
O02618,M0360,1
O03612,M0300,2
O02109,M0351,3
O01135,M0038,2
O04715,M0057,3
O03581,M0337,3
O00036,M0096,2
O01605,M0150,4
O03781,M0282,1
O02351,M0177,4
O04647,M0238,2
O03061,M0060,3
O00426,M0235,1
O01668,M0118,2
O00767,M0150,4
O04551,M0349,2
O01991,M0099,4
O01279,M0356,1
O04649,M0358,3
O02595,M0033,4
O04000,M0205,4
O00097,M0203,2
O03335,M0323,2
O01152,M0267,4
O01643,M0003,1
O00552,M0071,2
O00222,M0026,3
O04124,M0138,2
O03177,M0130,2
O01677,M0386,2
O03465,M0232,4
O00188,M0261,2
O04426,M0310,4
O04086,M0371,1
O01695,M0196,1
O02749,M0328,3
O04970,M0147,4
O04911,M0069,1
O04607,M0190,4
O02294,M0291,1
O00932,M0097,2
O02143,M0319,3
O00767,M0289,2
O03066,M0026,1
O00635,M0056,3
O02391,M0201,1
O03893,M0177,1
O04431,M0025,2
O04292,M0376,1
O02342,M0131,1
O00502,M0145,1
O02228,M0124,1
O02856,M0208,4
O04170,M0175,1
O01750,M0170,2
O04280,M0325,1
O02249,M0264,2
O03911,M0159,4
O02620,M0181,1
O01615,M0022,1
O00845,M0207,3
O03125,M0145,4
O00902,M0250,4
O04497,M0135,1
O00748,M0312,1
O01268,M0237,1
O03317,M0311,2
O03963,M0360,1
O03572,M0048,1
O02997,M0265,4
O03476,M0265,4
O00925,M0044,4
O03158,M0225,3
O04745,M0377,2
O01632,M0082,4
O00538,M0244,1
O02629,M0015,3
O04394,M0107,3
O01554,M0131,3
O04417,M0035,3
O03457,M0168,4
O01229,M0280,3
O02023,M0187,2
O02028,M0297,2
O02313,M0082,4
O03279,M0338,2
O00773,M0240,4
O02746,M0287,1
O00546,M0349,3
O04419,M0138,4
O03505,M0281,4
O04955,M0107,1
O01659,M0004,2
O04223,M0175,2
O01291,M0237,2
O03924,M0387,4
O03523,M0304,2
O02090,M0163,1
O03040,M0379,1
O01349,M0164,2
O04243,M0190,3
O03494,M0055,2
O00037,M0279,4
O01561,M0004,4
O01025,M0370,1
O03742,M0392,2
O04552,M0367,2
O03964,M0244,4
O03735,M0383,1
O00991,M0390,3
O01149,M0164,2
O03939,M0335,4
O01626,M0001,1
O00071,M0227,1
O01200,M0038,1
O01160,M0367,3
O01154,M0100,3
O02378,M0251,2
O00425,M0179,4
O03663,M0241,1
O03500,M0062,4
O00888,M0193,3
O04997,M0223,3
O03267,M0207,4
O03332,M0152,1
O04975,M0313,4
O04293,M0121,2
O02356,M0399,3
O00132,M0009,3
O01248,M0083,3
O01134,M0346,4
O02987,M0101,4
O01641,M0356,2
O01042,M0046,1
O02117,M0125,1
O03758,M0011,3
O02331,M0245,2
O03452,M0026,1
O02741,M0253,1
O00677,M0169,1
O00788,M0023,1
O03252,M0363,2
O03433,M0005,1
O04129,M0017,2
O03288,M0179,2
O02144,M0240,3
O04898,M0234,2
O01808,M0164,3
O04159,M0257,2
O02935,M0252,1
O04917,M0096,1
O02324,M0293,4
O03867,M0292,1
O02066,M0197,2
O04140,M0212,4
O02324,M0348,2
O01277,M0012,2
O00751,M0254,2
O03340,M0217,3
O01199,M0399,2
O02543,M0202,3
O02162,M0304,2
O04081,M0343,2
O02377,M0002,1
O00282,M0353,2
O00171,M0280,4
O00407,M0045,3
O03089,M0009,3
O00705,M0302,1
O04584,M0393,3
O02293,M0107,2
O04060,M0059,4
O01663,M0374,1
O01624,M0121,3
O03448,M0336,2
O03125,M0307,2
O00106,M0046,1
O00466,M0370,1
O04828,M0027,2
O00541,M0284,4
O04269,M0059,1
O02538,M0273,1
O01422,M0270,2
O02752,M0358,3
O00529,M0172,2
O00415,M0319,2
O00405,M0135,2
O03634,M0214,4
O00726,M0125,4
O03227,M0088,1
O04194,M0043,2
O01124,M0346,4
O04260,M0035,3
O04687,M0156,4
O02101,M0394,4
O00031,M0178,2
O00604,M0046,1
O02858,M0349,2
O02004,M0005,4
O04074,M0104,4
O04128,M0149,2
O00776,M0286,1
O02527,M0072,4
O04968,M0120,4
O03344,M0376,3
O00236,M0388,1
O03323,M0249,4
O03924,M0354,1
O04171,M0254,4
O03262,M0065,2
O03352,M0121,4
O04463,M0270,3
O00202,M0045,4
O01323,M0236,4
O01409,M0304,2
O01508,M0218,4
O03564,M0228,1
O04669,M0359,2
O03667,M0330,4
O00702,M0203,3
O01385,M0096,1
O03800,M0150,2
O02605,M0290,1
O01111,M0166,3
O03905,M0246,4
O01248,M0223,3
O04942,M0254,4
O02428,M0013,2
O04564,M0190,1
O02598,M0016,1
O02384,M0064,4
O00896,M0400,4
O02701,M0248,2
O04684,M0036,2
O04836,M0181,4
O02875,M0048,4
O00658,M0332,1
O02527,M0270,4
O00323,M0029,3
O00358,M0003,2
O02146,M0139,2
O04284,M0229,4
O02864,M0328,4
O00408,M0321,2
O00137,M0397,2
O04831,M0101,1
O01012,M0053,2
O02785,M0325,1
O00523,M0330,4
O00296,M0253,3
O01401,M0293,1
O03290,M0339,3
O01223,M0093,2
O01861,M0097,4
O04954,M0108,1
O04595,M0009,4
O01378,M0022,1
O04084,M0328,2
O00163,M0070,3
O01416,M0198,4
O01138,M0133,4
O02978,M0123,4
O02362,M0013,3
O04054,M0354,1
O02270,M0157,4
O04896,M0189,4
O04064,M0131,1
O03117,M0278,4
O01707,M0186,3
O02074,M0191,2
O02084,M0170,1
O02300,M0195,4
O04498,M0275,4
O02900,M0264,2
O02193,M0260,2
O02431,M0288,2
O02894,M0336,4
O01311,M0214,4
O01769,M0223,4
O02456,M0266,3
O01969,M0079,1
O03775,M0243,3
O04297,M0242,1
O04161,M0312,3
O01997,M0082,4
O04998,M0288,2
O02063,M0154,2
O03528,M0306,3
O04388,M0017,3
O00195,M0391,3
O02615,M0031,3
O00262,M0306,2
O04359,M0138,4
O03797,M0085,1
O00419,M0235,2
O02297,M0089,2
O04647,M0024,4
O03661,M0117,4
O01163,M0303,3
O02209,M0326,3
O00040,M0124,1
O00520,M0216,2
O02745,M0287,3
O00901,M0182,1
O01087,M0353,1
O02457,M0176,1
O01516,M0288,1
O02554,M0108,3
O01860,M0034,2
O03802,M0306,3
O01905,M0115,4
O02709,M0097,1
O00824,M0058,2
O01958,M0337,3
O04720,M0015,3
O01367,M0206,3
O01513,M0236,3
O01221,M0283,4
O03116,M0094,3
O00910,M0355,1
O04290,M0187,4
O01831,M0271,2
O04539,M0367,3
O02856,M0150,3
O00658,M0133,4
O00336,M0310,1
O04790,M0119,3
O00769,M0041,4
O02494,M0177,3
O02562,M0387,2
O03718,M0358,1
O03424,M0070,4
O01528,M0279,1
O03406,M0234,2
O02028,M0227,3
O03157,M0049,2
O00712,M0342,3
O03897,M0192,4
O01367,M0390,4
O02109,M0052,2
O03476,M0015,3
O04307,M0061,4
O03214,M0082,1
O04827,M0319,1
O03473,M0293,2
O00687,M0309,4
O01971,M0011,2
O04897,M0173,1
O03571,M0382,4
O00486,M0160,3
O00267,M0365,3
O04835,M0277,2
O01025,M0347,4
O03611,M0117,1
O01420,M0390,2
O02298,M0118,1
O02528,M0258,3
O00741,M0337,3
O01248,M0030,2
O03026,M0312,2
O03283,M0153,3
O00379,M0348,2
O04530,M0090,2
O00878,M0127,3
O01086,M0242,3
O03040,M0227,4
O03823,M0095,1
O00903,M0368,3
O02399,M0303,1
O02337,M0322,3
O01590,M0044,2
O02451,M0128,4
O03052,M0116,1
O00313,M0352,2
O04795,M0248,4
O00973,M0348,1
O02628,M0009,4
O01205,M0350,1
O03832,M0310,2
O03194,M0174,1
O03703,M0110,2
O04172,M0058,4
O01158,M0351,1
O00439,M0375,4
O01873,M0317,2
O01284,M0051,2
O03253,M0291,1
O02640,M0227,2
O03773,M0223,4
O00934,M0396,1
O02941,M0071,4
O03993,M0001,4
O02393,M0178,1
O03057,M0101,1
O02084,M0141,3
O00419,M0006,2
O00049,M0068,4
O04266,M0125,4
O04547,M0314,1
O01746,M0382,3
O02837,M0029,2
O04870,M0162,4
O03708,M0390,4
O00387,M0122,1
O02230,M0005,2
O02238,M0209,4
O02851,M0153,1
O04395,M0365,2
O01967,M0218,1
O00366,M0039,2
O04502,M0341,2
O03657,M0089,1
O00398,M0385,3
O00821,M0125,2
O02301,M0193,1
O00824,M0280,3
O01309,M0077,1
O00808,M0121,2
O02963,M0121,2
O00259,M0395,2
O00630,M0386,4
O04285,M0063,4
O01821,M0213,1
O01947,M0276,1
O03924,M0126,4
O04918,M0007,4
O04181,M0304,3
O03983,M0220,4
O01509,M0024,1
O00190,M0182,2
O00662,M0132,1
O00413,M0243,1
O03742,M0059,4
O01978,M0138,3
O00226,M0335,3
O00854,M0093,2
O03759,M0004,3
O00663,M0392,1
O04786,M0386,1
O02170,M0330,3
O02964,M0133,3
O03444,M0311,4
O01162,M0316,4
O02820,M0174,4
O00942,M0308,2
O03716,M0220,4
O00642,M0121,4
O03655,M0376,1
O04105,M0257,4
O01159,M0218,2
O04790,M0182,4
O00873,M0069,4
O03127,M0398,4
O04456,M0113,1
O03050,M0187,4
O01700,M0235,1
O01603,M0279,4
O02347,M0024,2
O01146,M0112,3
O03120,M0036,3
O02435,M0201,4
O01442,M0254,4
O01678,M0373,2
O00007,M0152,1
O00587,M0235,4
O00793,M0351,3
O01427,M0321,1
O03069,M0096,3
O04190,M0117,1
O04924,M0204,4
O01698,M0213,3
O03926,M0014,3
O03181,M0161,4
O04413,M0290,4
O04860,M0262,4
O00179,M0111,4
O04516,M0287,2
O00025,M0015,3
O04435,M0113,4
O04943,M0329,2
O03290,M0374,2
O00646,M0392,3
O04724,M0093,2
O04865,M0059,2
O03954,M0030,4
O02702,M0307,2
O02296,M0033,1
O02165,M0026,4
O01190,M0297,1
O00672,M0279,4
O01396,M0066,2
O02301,M0246,1
O04249,M0099,1
O00717,M0275,1
O03657,M0357,4
O00438,M0246,3
O03672,M0270,3
O04724,M0245,3
O04765,M0315,4
O04918,M0030,3
O01321,M0070,1
O04017,M0064,1
O02287,M0280,4
O02751,M0214,3
O04234,M0378,1
O04530,M0318,1
O00078,M0222,1
O04035,M0109,3
O03330,M0125,1
O03342,M0103,1
O01378,M0306,4
O03003,M0181,4
O01459,M0382,4
O00847,M0215,3
O04988,M0211,2
O03998,M0288,1
O00727,M0294,2
O04306,M0354,1
O03211,M0272,2
O00388,M0059,2
O00107,M0256,1
O03490,M0253,3
O01545,M0350,2
O00942,M0200,2
O01594,M0216,1
O01984,M0040,4
O04317,M0169,3
O04739,M0019,1
O02544,M0353,1
O01988,M0244,2
O04927,M0183,3
O03044,M0265,3
O04125,M0116,3
O03450,M0121,1
O01255,M0247,3
O01785,M0310,2
O01192,M0165,3
O00868,M0225,3
O00572,M0308,2
O02644,M0286,1
O02082,M0253,4
O01471,M0055,2
O01540,M0208,1
O00996,M0357,4
O01911,M0293,3
O02933,M0133,1
O01704,M0371,3
O02608,M0120,1
O02572,M0200,2
O00432,M0309,2
O00072,M0396,4
O04898,M0205,3
O00378,M0334,4
O02506,M0186,4
O01111,M0323,3
O00264,M0288,2
O00882,M0236,4
O01542,M0169,1
O03429,M0206,1
O00546,M0106,2
O03855,M0099,4
O03710,M0015,4
O01115,M0062,4
O01855,M0362,3
O00092,M0362,2
O02504,M0068,2
O01399,M0377,3
O00771,M0353,2
O00503,M0211,2
O01515,M0376,2
O03555,M0161,3
O00119,M0049,1
O02540,M0149,3
O01378,M0152,3
O01273,M0343,1
O01289,M0355,3
O02005,M0387,3
O00060,M0358,3
O03599,M0211,3
O00745,M0061,4
O00534,M0173,4
O02245,M0005,3
O00845,M0159,4
O02880,M0099,1
O01578,M0240,1
O02621,M0160,2
O02459,M0167,1
O00458,M0261,2
O03159,M0039,1
O00223,M0330,2
O02608,M0197,3
O02189,M0093,2
O00289,M0325,2
O01982,M0246,4
O03127,M0222,4
O04915,M0089,2
O04669,M0178,2
O01899,M0276,4
O00765,M0292,3
O00761,M0034,2
O04988,M0347,1
O01889,M0157,2
O02298,M0335,2
O02409,M0002,4
O03479,M0345,2
O04198,M0382,2
O02214,M0210,2
O01652,M0154,2
O01951,M0132,2
O03872,M0190,1
O04316,M0196,4
O02085,M0375,1
O04160,M0223,3
O02360,M0090,3
O02041,M0373,2
O03144,M0318,2
O04543,M0169,3
O00171,M0231,3
O01673,M0175,1
O04732,M0178,2
O04583,M0325,3
O04988,M0140,4
O00068,M0128,4
O04957,M0217,3
O02677,M0108,3
O04923,M0050,4
O03317,M0169,1
O02119,M0235,1
O04502,M0268,2
O00038,M0020,3
O02245,M0070,4
O01739,M0141,3
O03293,M0342,4
O04230,M0223,4
O03687,M0302,3
O03744,M0009,4
O00873,M0235,1
O03550,M0300,1
O00697,M0134,4
O00673,M0042,1
O01761,M0269,3
O03671,M0053,3
O03213,M0246,3
O03432,M0222,3
O00001,M0335,3
O00628,M0278,4
O00164,M0352,1
O03149,M0252,3
O02137,M0289,2
O01675,M0146,2
O03015,M0313,4
O04715,M0265,3
O00153,M0143,3
O00137,M0331,3
O03351,M0210,2
O03969,M0176,3
O00374,M0070,3
O01458,M0288,4
O00591,M0242,2
O02713,M0229,1
O02464,M0018,2
O02707,M0029,2
O04415,M0166,4
O03505,M0382,2
O03084,M0155,1
O03370,M0390,2
O04238,M0332,3
O04694,M0126,4
O04582,M0027,4
O01605,M0166,3
O01809,M0010,1
O00179,M0395,1
O01158,M0225,4
O04925,M0171,1
O01708,M0001,3
O04127,M0189,2
O04012,M0236,3
O04295,M0193,4
O00400,M0111,4
O02684,M0213,2
O00423,M0100,4
O01767,M0130,3
O02305,M0109,3
O03302,M0261,4
O02004,M0120,1
O04401,M0037,2
O01608,M0114,3
O03603,M0348,4
O00728,M0245,1
O03675,M0113,1
O03658,M0155,3
O02928,M0237,4
O03507,M0089,4
O01114,M0199,2
O03215,M0228,3
O00338,M0261,4
O04063,M0136,4
O03067,M0314,3
O02350,M0333,2
O02337,M0258,3
O01134,M0301,3
O01559,M0229,4
O02079,M0015,2
O03902,M0200,4
O03440,M0286,4
O02306,M0013,3
O01232,M0012,4
O03451,M0240,3
O00660,M0158,4
O02874,M0103,3
O00724,M0039,3
O03860,M0393,2
O01704,M0031,1
O00265,M0330,1
O04678,M0143,1
O03351,M0191,4
O02926,M0372,2
O01984,M0382,3
O02158,M0176,2
O04304,M0171,4
O02994,M0126,3
O01477,M0103,2
O03372,M0221,1
O00111,M0019,3
O03821,M0015,1
O00575,M0031,2
O02521,M0300,3
O03453,M0040,1
O04916,M0353,4
O02576,M0042,1
O04487,M0053,3
O04116,M0111,4
O02267,M0206,4
O00627,M0160,3
O03854,M0230,4
O00762,M0262,4
O04188,M0250,1
O02300,M0369,4
O04781,M0211,4
O03141,M0281,2
O00130,M0380,3
O01091,M0189,4
O02811,M0308,3
O00138,M0270,1
O02263,M0368,2
O01907,M0355,2
O00030,M0374,2
O04705,M0361,2
O04067,M0217,3
O00143,M0162,3
O03942,M0349,2
O04383,M0217,2
O01275,M0035,3
O00449,M0182,1
O01772,M0046,4
O03081,M0017,3
O03970,M0158,4
O01996,M0110,1
O02076,M0233,3
O01374,M0134,4
O02452,M0155,2
O00022,M0097,3
O04962,M0135,3
O00845,M0009,2
O01851,M0259,4
O01849,M0183,1
O04402,M0383,4
O03389,M0159,4
O03925,M0155,1
O01670,M0047,2
O03003,M0040,2
O00071,M0073,3
O04212,M0192,2
O02192,M0215,3
O04379,M0041,3
O01721,M0319,3
O01375,M0356,1
O04006,M0282,3
O02816,M0319,1
O04730,M0268,3
O00623,M0088,4
O02706,M0185,1
O03087,M0236,3
O01457,M0111,2
O00796,M0301,2
O02549,M0273,1
O04488,M0367,1
O00455,M0101,1
O02116,M0198,2
O02123,M0066,2
O02554,M0081,1
O04983,M0190,4
O01984,M0391,1
O04814,M0377,1
O01421,M0033,3
O01268,M0242,2
O02419,M0047,1
O02423,M0371,4
O00722,M0101,2
O00687,M0171,3
O02970,M0101,1
O00515,M0165,2
O00320,M0098,1
O02518,M0152,1
O03685,M0226,1
O00818,M0025,4
O02954,M0315,3
O02563,M0164,4
O03333,M0380,4
O01945,M0384,3
O02667,M0156,1
O04575,M0380,2
O04896,M0303,1
O01159,M0209,3
O02796,M0079,1
O03416,M0158,1
O00844,M0012,4
O00858,M0356,4
O03118,M0354,1
O00142,M0031,2
O01312,M0341,3
O01098,M0379,1
O03314,M0275,2
O03420,M0258,2
O01245,M0352,1
O04090,M0183,4
O01397,M0333,4
O04657,M0399,4
O01197,M0016,2
O02220,M0255,1
O00032,M0006,3
O04659,M0118,2
O02882,M0253,2
O01087,M0283,4
O00403,M0361,2
O01294,M0075,1
O00382,M0331,4
O02190,M0287,3
O04042,M0377,2
O02082,M0098,4
O01001,M0075,3
O00724,M0152,3
O01526,M0368,1
O02714,M0347,1
O01208,M0324,4
O00131,M0195,1
O02360,M0283,1
O01422,M0094,3
O00105,M0215,3
O02462,M0245,3
O03696,M0205,3
O00342,M0368,1
O02107,M0043,3
O03569,M0201,3
O01674,M0019,1
O03187,M0169,3
O03535,M0069,2
O04218,M0287,4
O04349,M0261,4
O03121,M0178,4
O01947,M0038,2
O03190,M0338,1
O03414,M0332,2
O01131,M0303,1
O00723,M0051,2
O04555,M0196,1
O02290,M0247,3
O03664,M0041,1
O01756,M0261,1
O01699,M0169,1
O02101,M0267,3
O02015,M0287,2
O04666,M0149,3
O00602,M0302,1
O02127,M0236,1
O02963,M0120,3
O03609,M0066,2
O04822,M0184,1
O03350,M0243,2
O00462,M0289,3
O01811,M0065,4
O04043,M0005,3
O04183,M0389,4
O04332,M0384,4
O02718,M0195,2
O04858,M0086,3
O04382,M0340,2
O01302,M0270,2
O04396,M0001,1
O04317,M0112,2
O02011,M0192,2
O00342,M0224,3
O03499,M0275,3
O03461,M0249,4
O04057,M0258,1
O03271,M0143,3
O04520,M0113,4
O02203,M0376,3
O04707,M0167,4
O02743,M0076,1
O01893,M0183,2
O00665,M0245,3
O02824,M0351,3
O04913,M0322,2
O04121,M0359,4
O02250,M0276,4
O02265,M0045,1
O02385,M0270,4
O01282,M0220,4
O02648,M0390,1
O00966,M0316,4
O03477,M0132,3
O01836,M0138,4
O02914,M0163,1
O02935,M0399,4
O02546,M0058,4
O03610,M0272,4
O01947,M0370,1
O00409,M0290,2
O02876,M0378,2
O00500,M0057,4
O01571,M0020,1
O02682,M0295,4
O01272,M0089,3
O01185,M0065,3
O04436,M0382,2
O02502,M0396,2
O03929,M0196,4
O04533,M0025,3
O03571,M0336,1
O00679,M0325,1
O02250,M0005,2
O01611,M0154,1
O00590,M0171,2
O03594,M0383,2
O03070,M0270,4
O03279,M0383,4
O00855,M0178,3
O02140,M0140,4
O00130,M0177,2
O04799,M0079,4
O00336,M0315,4
O03970,M0137,4
O01129,M0254,2
O00394,M0323,3
O01690,M0203,3
O04698,M0033,1
O04910,M0354,2
O04348,M0179,4
O03641,M0379,2
O04107,M0187,1
O01399,M0044,3
O02630,M0370,2
O04564,M0126,1
O04073,M0233,3
O02622,M0282,2
O00732,M0082,4
O01495,M0214,3
O01783,M0311,3
O03258,M0245,3
O02364,M0384,4
O00021,M0229,1
O03937,M0176,1
O04609,M0357,1
O04974,M0259,1
O03737,M0248,3
O03034,M0036,2
O04691,M0347,3
O02449,M0050,3
O04949,M0400,2
O02778,M0106,1
O03519,M0142,2
O04260,M0389,2
O04239,M0400,3
O04673,M0244,3
O03605,M0228,4
O02872,M0195,3
O04771,M0019,4
O00154,M0186,3
O02483,M0372,3
O01723,M0327,3
O01824,M0393,4
O04400,M0242,4
O00835,M0173,4
O04618,M0090,2
O00022,M0299,3
O00441,M0250,4
O01975,M0153,1
O02833,M0108,3
O04864,M0238,4
O01024,M0027,1
O00900,M0064,3
O02067,M0237,4
O01874,M0393,3
O02154,M0124,1
O02150,M0356,4
O01094,M0089,3
O02993,M0240,3
O03288,M0131,1
O01829,M0176,3
O03997,M0159,1
O03224,M0274,3
O03065,M0240,2
O02573,M0078,2
O01185,M0275,3
O03055,M0179,1
O04769,M0177,4
O04898,M0155,4
O02967,M0257,1
O03349,M0207,1
O01273,M0272,3
O00964,M0398,2
O03364,M0086,2
O01749,M0380,3
O03638,M0001,3
O00150,M0239,1
O02062,M0206,4
O00787,M0131,4
O04833,M0251,2
O02383,M0064,3
O02617,M0293,3
O00342,M0266,2
O04091,M0146,3
O03297,M0019,1
O03781,M0014,2
O04985,M0199,1
O00159,M0040,4
O02851,M0316,1
O00323,M0389,1
O03591,M0384,1
O03140,M0236,3
O04708,M0018,4
O04449,M0222,2
O04334,M0161,3
O00802,M0204,2
O00900,M0384,3
O04738,M0400,2
O04503,M0395,4
O03647,M0206,2
O02892,M0102,4
O03988,M0123,3
O02917,M0361,4
O00373,M0251,1
O03723,M0066,2
O04375,M0276,2
O02213,M0399,1
O01751,M0119,3
O00873,M0386,2
O00060,M0039,3
O01553,M0025,4
O02539,M0085,4
O02538,M0315,2
O03541,M0208,2
O02570,M0246,4
O03618,M0394,1
O02196,M0267,1
O01606,M0361,1
O00423,M0234,2
O02984,M0397,4
O02989,M0288,2
O03194,M0013,2
O02808,M0093,4
O01944,M0374,4
O04844,M0136,1
O01160,M0260,4
O03516,M0299,1
O00725,M0065,2
O01607,M0086,1
O02162,M0321,2
O02641,M0082,4
O00677,M0056,4
O04478,M0291,2
O02730,M0317,3
O03231,M0389,3
O03699,M0136,3
O03093,M0191,2
O01482,M0192,3
O02296,M0147,1
O00897,M0267,1
O04361,M0341,3
O00700,M0110,4
O03688,M0097,1
O02770,M0074,1
O01689,M0283,1
O04859,M0111,4
O03514,M0263,3
O00817,M0275,3
O04069,M0042,3
O03130,M0344,2
O01359,M0015,1
O02139,M0339,2
O01625,M0125,3
O02187,M0031,1
O00912,M0095,4
O01385,M0278,2
O03189,M0006,2
O00014,M0261,4
O03235,M0150,4
O03956,M0024,1
O03456,M0339,4
O03568,M0056,2
O03810,M0194,2
O04946,M0192,1
O03959,M0216,4
O00539,M0326,4
O01520,M0049,4
O01207,M0022,3
O04470,M0269,4
O04596,M0026,3
O00844,M0257,4
O04705,M0114,1
O01853,M0344,2
O03172,M0153,3
O03282,M0132,4
O03828,M0153,1
O04824,M0314,1
O03288,M0019,3
O01890,M0312,1
O03170,M0129,1
O04625,M0369,4
O00127,M0118,3
O01071,M0173,1
O04884,M0231,1
O01011,M0283,1
O03062,M0287,1
O01539,M0204,2
O04748,M0201,4
O00089,M0237,3
O01435,M0061,3
O02021,M0035,2
O03261,M0374,2
O02793,M0088,4
O00029,M0072,2
O00927,M0217,1
O04509,M0363,4
O03006,M0142,1
O01160,M0309,2
O01631,M0396,3
O04467,M0119,3
O01574,M0350,1
O00035,M0210,3
O03676,M0123,3
O00692,M0246,3
O02770,M0130,4
O04702,M0112,3
O01001,M0014,2
O00668,M0156,1
O00725,M0078,2
O01552,M0045,3
O03012,M0263,4
O04639,M0297,1
O01807,M0174,4
O00819,M0253,4
O00668,M0249,1
O01575,M0017,3
O03366,M0257,4
O00467,M0294,3
O00604,M0067,3
O03130,M0003,3
O00764,M0201,3
O04431,M0119,3
O01711,M0123,4
O03156,M0287,3
O00945,M0388,4
O03308,M0235,4
O03569,M0032,1
O03177,M0144,2
O02541,M0167,4
O01911,M0041,4
O01937,M0023,2
O01850,M0091,3
O04753,M0216,4
O02731,M0387,4
O02163,M0175,1
O00003,M0155,3
O04370,M0023,3
O03595,M0372,2
O00960,M0278,1
O02822,M0199,1
O02793,M0149,2
O03963,M0027,4
O04869,M0400,3
O04750,M0368,3
O03911,M0212,1
O00862,M0056,1
O03966,M0295,4
O03213,M0158,4
O02966,M0149,3
O03427,M0175,4
O01228,M0263,4
O01243,M0086,4
O04724,M0108,3
O04153,M0173,3
O00203,M0389,2
O04752,M0006,3
O03115,M0271,3
O03415,M0006,4
O03105,M0371,2
O03341,M0035,2
O04255,M0068,4
O04489,M0244,1
O03628,M0226,4
O03597,M0306,3
O03838,M0021,2
O04666,M0290,4
O01183,M0193,2
O04072,M0240,2
O03638,M0036,1
O00452,M0225,2
O02930,M0064,2
O04538,M0306,4
O01413,M0096,1
O03334,M0277,2
O02355,M0104,2
O01900,M0099,2
O00426,M0074,2
O04829,M0118,3
O02294,M0195,1
O03287,M0363,1
O03096,M0290,3
O01857,M0349,1
O03268,M0314,3
O01070,M0098,3
O03586,M0276,4
O02647,M0399,2
O04906,M0157,1
O01119,M0259,3
O01987,M0247,1
O00271,M0196,3
O02080,M0272,3
O02354,M0273,4
O02791,M0126,1
O00954,M0297,1
O02097,M0086,3
O02868,M0160,2
O04337,M0004,3
O02029,M0228,4
O02480,M0068,3
O02729,M0016,4
O04565,M0218,4
O04460,M0204,1
O01479,M0022,2
O04835,M0067,2
O01003,M0128,1
O03937,M0018,1
O02671,M0287,4
